CampaignID,CampaignName,Platform,AdType,StartDate,EndDate,Status,Impressions,Reach,Clicks,Likes,Comments,Shares,VideoViews,LinkClicks,CTR (%),EngagementRate (%),AdSpend ($),Revenue ($),Conversions,ConversionRate (%),CPC ($),CPM ($),ROAS,ROI (%),AudienceAge,AudienceGender,Objective,CostPerConversion ($)
CMP-0564,TW-0564,Twitter,Story,2024-06-17,2024-07-26,Completed,589745,239603,26048,36176,5024.0,4120.0,365523,13162,4.42,7.68,30447.87,54150.41,2804,10.76,1.17,51.63,1.78,77.85,18-24,All,Engagement,10.86
CMP-0565,TW-0565,Twitter,Story,2024-06-25,2024-07-05,Completed,560317,327558,21605,28865,5337.0,1291.0,301116,10443,3.86,6.33,19703.12,107955.94,1279,5.92,0.91,35.16,5.48,447.91,18-24,F,Traffic,15.41
CMP-0566,FB-0566,Facebook,Story,2024-03-08,2024-04-06,Completed,134492,60318,4048,10065,1652.0,690.0,28429,3192,3.01,9.23,18349.68,46655.55,456,11.26,4.53,136.44,2.54,154.26,25-34,F,Sales,40.24
CMP-0567,IG-0567,Instagram,Image,2024-12-17,2025-01-11,Paused,563375,335820,58473,95966,13702.0,16523.0,44185,50401,10.38,22.4,13334.15,42180.3,2038,3.49,0.23,23.67,3.16,216.33,35-44,F,Engagement,6.54
CMP-0568,FB-0568,Facebook,Story,2024-08-02,2024-09-02,Completed,672331,278694,20695,38006,5726.0,2009.0,335768,12507,3.08,6.8,27636.66,36820.17,273,1.32,1.34,41.11,1.33,33.23,45+,All,Engagement,101.23
CMP-0569,TW-0569,Twitter,Story,2024-04-08,2024-04-23,Completed,255940,124797,28862,68297,7823.0,5933.0,185841,14532,11.28,32.06,11404.59,40101.33,2152,7.46,0.4,44.56,3.52,251.62,25-34,M,Traffic,5.3
CMP-0570,FB-0570,Facebook,Carousel,2024-03-22,2024-04-11,Completed,78234,31562,681,1328,296.0,264.0,10333,296,0.87,2.41,12071.3,49249.49,46,6.75,17.73,154.3,4.08,307.99,18-24,All,Sales,262.42
CMP-0571,TW-0571,Twitter,Image,2024-01-31,2024-02-23,Completed,46844,27248,4094,6835,1229.0,742.0,1692,1936,8.74,18.8,37222.67,158862.23,191,4.67,9.09,794.61,4.27,326.79,18-24,All,Traffic,194.88
CMP-0572,IG-0572,Instagram,Video,2024-09-04,2024-09-22,Completed,351057,253118,4745,11049,1638.0,874.0,98997,2598,1.35,3.86,35538.14,142074.67,342,7.21,7.49,101.23,4.0,299.78,35-44,All,Sales,103.91
CMP-0573,TW-0573,Twitter,Carousel,2024-07-08,2024-08-05,Completed,326559,284888,7577,14226,2063.0,1570.0,19049,5848,2.32,5.47,7020.41,13771.69,813,10.73,0.93,21.5,1.96,96.17,45+,F,Awareness,8.64
CMP-0574,FB-0574,Facebook,Carousel,2024-01-07,2024-01-28,Completed,538296,415956,64355,95884,16654.0,6449.0,34853,30757,11.96,22.1,14486.18,34358.51,8325,12.94,0.23,26.91,2.37,137.18,45+,All,Awareness,1.74
CMP-0575,FB-0575,Facebook,Story,2024-01-08,2024-01-17,Completed,329333,165725,7331,13450,2632.0,795.0,78334,4760,2.23,5.12,28919.33,16223.86,657,8.96,3.94,87.81,0.56,-43.9,25-34,All,Sales,44.02
CMP-0576,IG-0576,Instagram,Image,2024-09-16,2024-09-25,Completed,565730,465767,37812,35356,7410.0,3940.0,49774,19750,6.68,8.26,8629.47,44715.04,4598,12.16,0.23,15.25,5.18,418.17,25-34,M,Sales,1.88
CMP-0577,FB-0577,Facebook,Carousel,2024-02-16,2024-03-04,Completed,71761,61217,1452,1908,174.0,150.0,8540,927,2.02,3.11,39733.01,30014.87,34,2.34,27.36,553.69,0.76,-24.46,18-24,M,Engagement,1168.62
CMP-0578,IG-0578,Instagram,Video,2024-10-28,2024-11-15,Completed,319531,218771,22973,52009,3760.0,9457.0,205834,11426,7.19,20.41,27841.39,77434.48,2821,12.28,1.21,87.13,2.78,178.13,18-24,F,Awareness,9.87
CMP-0579,IG-0579,Instagram,Video,2024-09-04,2024-10-11,Completed,681624,374769,71389,87332,9174.0,11335.0,215504,44262,10.47,15.82,42583.52,125106.22,10480,14.68,0.6,62.47,2.94,193.79,35-44,All,Traffic,4.06
CMP-0580,FB-0580,Facebook,Story,2024-02-18,2024-03-22,Completed,725328,485458,18862,40061,8115.0,2969.0,327301,10562,2.6,7.05,5079.81,10161.18,1589,8.42,0.27,7.0,2.0,100.03,25-34,All,Conversions,3.2
CMP-0581,FB-0581,Facebook,Story,2024-03-21,2024-04-05,Completed,546554,486748,43807,93785,19315.0,7793.0,411549,27860,8.02,22.12,14011.01,17162.54,5689,12.99,0.32,25.64,1.22,22.49,35-44,All,Conversions,2.46
CMP-0582,IG-0582,Instagram,Carousel,2024-07-20,2024-08-20,Paused,62994,55708,2876,6238,1528.0,1015.0,1419,2163,4.57,13.94,32391.94,63941.19,112,3.89,11.26,514.21,1.97,97.4,35-44,M,Traffic,289.21
CMP-0583,IG-0583,Instagram,Video,2024-11-12,2024-12-19,Completed,292271,132520,9633,13036,1902.0,2025.0,125358,8530,3.3,5.8,29844.11,117556.09,158,1.64,3.1,102.11,3.94,293.9,45+,M,Conversions,188.89
CMP-0584,IG-0584,Instagram,Image,2024-11-23,2024-12-19,Completed,392395,242916,14788,23692,5358.0,1228.0,57695,11330,3.77,7.72,39390.8,135860.51,1854,12.54,2.66,100.39,3.45,244.9,25-34,All,Awareness,21.25
CMP-0585,TW-0585,Twitter,Carousel,2024-05-29,2024-06-04,Active,738218,557872,30344,68299,15778.0,7604.0,99656,14931,4.11,12.42,21005.76,45478.74,2292,7.55,0.69,28.45,2.17,116.51,35-44,F,Traffic,9.16
CMP-0586,FB-0586,Facebook,Image,2024-08-06,2024-09-05,Completed,55364,45168,660,1638,204.0,213.0,8273,580,1.19,3.71,15054.62,48085.16,87,13.18,22.81,271.92,3.19,219.4,35-44,All,Engagement,173.04
CMP-0587,FB-0587,Facebook,Image,2024-02-27,2024-04-06,Completed,96991,66629,5709,10877,959.0,562.0,10563,4617,5.89,12.78,40076.33,219287.59,429,7.51,7.02,413.2,5.47,447.17,25-34,All,Sales,93.42
CMP-0588,TW-0588,Twitter,Carousel,2024-12-20,2025-01-21,Active,425967,292796,2441,5389,289.0,409.0,32173,1292,0.57,1.43,30516.95,65095.6,100,4.1,12.5,71.64,2.13,113.31,45+,All,Traffic,305.17
CMP-0589,TW-0589,Twitter,Carousel,2024-10-22,2024-11-05,Active,221157,122574,3671,6265,1496.0,290.0,8083,2108,1.66,3.64,39239.74,201783.59,72,1.96,10.69,177.43,5.14,414.23,25-34,M,Conversions,545.0
CMP-0590,IG-0590,Instagram,Video,2024-04-21,2024-05-18,Paused,134090,109562,6454,10034,1994.0,1589.0,49116,4023,4.81,10.16,9650.64,23185.9,425,6.59,1.5,71.97,2.4,140.25,18-24,M,Sales,22.71
CMP-0591,TW-0591,Twitter,Image,2024-04-17,2024-04-29,Completed,639229,370238,76366,114985,10586.0,6269.0,54908,48797,11.95,20.62,42547.91,24708.73,6202,8.12,0.56,66.56,0.58,-41.93,45+,F,Awareness,6.86
CMP-0592,IG-0592,Instagram,Carousel,2024-02-03,2024-03-06,Completed,688673,379009,82617,77954,3779.0,7978.0,55973,72343,12.0,13.03,29307.5,62025.06,4003,4.85,0.35,42.56,2.12,111.64,25-34,M,Sales,7.32
CMP-0593,TW-0593,Twitter,Video,2024-08-28,2024-09-04,Active,698058,381518,53065,116717,15622.0,7929.0,323214,25242,7.6,20.09,30255.72,70354.84,6543,12.33,0.57,43.34,2.33,132.53,18-24,M,Awareness,4.62
CMP-0594,IG-0594,Instagram,Carousel,2024-05-15,2024-06-09,Active,352688,146100,20846,42722,3369.0,4495.0,31788,16285,5.91,14.34,8053.44,8058.08,2317,11.11,0.39,22.83,1.0,0.06,35-44,M,Sales,3.48
CMP-0595,FB-0595,Facebook,Story,2024-07-31,2024-09-08,Completed,637575,513064,3240,5215,1198.0,422.0,207858,2170,0.51,1.07,30245.22,29700.55,466,14.38,9.33,47.44,0.98,-1.8,45+,All,Engagement,64.9
CMP-0596,FB-0596,Facebook,Video,2024-03-14,2024-04-02,Completed,104393,79196,3911,7217,721.0,578.0,63786,2153,3.75,8.16,21065.64,72759.1,428,10.94,5.39,201.79,3.45,245.39,35-44,M,Engagement,49.22
CMP-0597,FB-0597,Facebook,Image,2024-07-16,2024-07-24,Completed,196021,79812,15286,33937,3311.0,3511.0,4218,9788,7.8,20.79,8854.8,42924.79,1988,13.01,0.58,45.17,4.85,384.76,45+,F,Conversions,4.45
CMP-0598,IG-0598,Instagram,Story,2024-05-23,2024-06-29,Completed,358637,322178,9477,13075,2933.0,2138.0,150419,4248,2.64,5.06,34465.48,62531.3,1230,12.98,3.64,96.1,1.81,81.43,35-44,F,Awareness,28.02
CMP-0599,FB-0599,Facebook,Image,2024-08-22,2024-09-03,Completed,315078,145928,14171,22239,3572.0,4232.0,45881,12553,4.5,9.54,36991.18,182297.02,504,3.56,2.61,117.4,4.93,392.81,25-34,M,Traffic,73.4
CMP-0600,FB-0600,Facebook,Video,2024-06-30,2024-08-07,Completed,164143,111853,10835,9533,1493.0,1204.0,96119,9736,6.6,7.45,7564.37,29516.05,361,3.33,0.7,46.08,3.9,290.2,25-34,All,Conversions,20.95
CMP-0601,TW-0601,Twitter,Story,2024-05-22,2024-05-30,Completed,425345,233194,46196,113291,25915.0,13014.0,83063,40147,10.86,35.79,11684.15,38309.84,464,1.0,0.25,27.47,3.28,227.88,35-44,M,Conversions,25.18
CMP-0602,FB-0602,Facebook,Image,2024-03-12,2024-03-26,Completed,173037,135366,16923,40895,4027.0,6780.0,17994,10077,9.78,29.88,37627.64,32083.52,627,3.71,2.22,217.45,0.85,-14.73,35-44,M,Conversions,60.01
CMP-0603,TW-0603,Twitter,Video,2024-03-13,2024-04-04,Completed,16292,11703,1056,1785,364.0,242.0,4277,653,6.48,14.68,24586.05,87284.87,132,12.5,23.28,1509.09,3.55,255.02,25-34,M,Awareness,186.26
CMP-0604,TW-0604,Twitter,Carousel,2024-01-21,2024-02-19,Completed,272861,124538,16003,28716,6468.0,4325.0,33638,12470,5.86,14.48,5085.73,27910.62,663,4.14,0.32,18.64,5.49,448.8,35-44,M,Conversions,7.67
CMP-0605,TW-0605,Twitter,Story,2024-11-22,2024-12-03,Completed,298814,245374,26663,62339,11099.0,5773.0,169393,14014,8.92,26.51,1075.21,4371.24,1597,5.99,0.04,3.6,4.07,306.55,45+,M,Traffic,0.67
CMP-0606,IG-0606,Instagram,Carousel,2024-12-28,2025-02-02,Active,598095,351626,38685,91796,11613.0,12508.0,57862,30824,6.47,19.38,26115.34,28396.95,5554,14.36,0.68,43.66,1.09,8.74,25-34,F,Awareness,4.7
CMP-0607,TW-0607,Twitter,Story,2024-01-21,2024-02-17,Completed,466630,385490,33100,55896,13305.0,9508.0,251832,26109,7.09,16.87,1641.01,5472.19,3431,10.37,0.05,3.52,3.33,233.46,18-24,All,Conversions,0.48
CMP-0608,IG-0608,Instagram,Image,2024-05-09,2024-06-05,Completed,365762,210748,42444,53915,11146.0,4955.0,40556,30449,11.6,19.14,7646.35,25174.76,4991,11.76,0.18,20.91,3.29,229.24,35-44,All,Engagement,1.53
CMP-0609,FB-0609,Facebook,Story,2024-06-19,2024-07-16,Completed,243625,136007,9786,23037,1568.0,2418.0,130402,7043,4.02,11.09,9495.64,45388.02,1134,11.59,0.97,38.98,4.78,377.99,45+,F,Sales,8.37
CMP-0610,IG-0610,Instagram,Video,2024-06-14,2024-06-20,Completed,330611,282479,28275,49561,9979.0,6250.0,125162,21144,8.55,19.9,4529.13,15805.97,1068,3.78,0.16,13.7,3.49,248.98,45+,F,Sales,4.24
CMP-0611,IG-0611,Instagram,Story,2024-07-16,2024-07-27,Completed,313189,221333,36529,49333,4684.0,8494.0,85228,17442,11.66,19.96,1672.98,2714.15,5441,14.9,0.05,5.34,1.62,62.23,25-34,M,Awareness,0.31
CMP-0612,FB-0612,Facebook,Video,2024-05-04,2024-05-10,Completed,511748,419103,26954,46821,7660.0,4961.0,354914,18610,5.27,11.62,40042.88,216057.58,2636,9.78,1.49,78.25,5.4,439.57,35-44,All,Awareness,15.19
CMP-0613,IG-0613,Instagram,Story,2024-04-30,2024-05-25,Completed,85782,75406,1755,3969,981.0,315.0,40900,814,2.05,6.14,35397.73,107512.43,258,14.7,20.17,412.65,3.04,203.73,45+,All,Traffic,137.2
CMP-0614,TW-0614,Twitter,Video,2024-12-25,2025-02-03,Active,239843,151735,17038,15171,2636.0,1813.0,97215,14935,7.1,8.18,25418.16,83752.33,579,3.4,1.49,105.98,3.29,229.5,18-24,F,Engagement,43.9
CMP-0615,FB-0615,Facebook,Carousel,2024-05-21,2024-06-11,Completed,33916,25667,2083,4160,992.0,822.0,1627,1304,6.14,17.61,30522.71,65705.21,177,8.5,14.65,899.95,2.15,115.27,45+,M,Awareness,172.44
CMP-0616,TW-0616,Twitter,Carousel,2024-11-08,2024-11-16,Completed,380756,264139,35822,32982,2068.0,3502.0,15594,17814,9.41,10.13,34931.17,190303.3,5271,14.71,0.98,91.74,5.45,444.8,25-34,M,Conversions,6.63
CMP-0617,FB-0617,Facebook,Carousel,2024-07-25,2024-08-23,Completed,404812,302883,8472,11721,810.0,1134.0,45316,7112,2.09,3.38,8713.2,21845.2,677,7.99,1.03,21.52,2.51,150.71,25-34,F,Awareness,12.87
CMP-0618,IG-0618,Instagram,Story,2024-09-25,2024-10-16,Completed,68859,61353,812,1164,97.0,226.0,32390,326,1.18,2.16,1730.58,8697.42,51,6.28,2.13,25.13,5.03,402.57,35-44,M,Conversions,33.93
CMP-0619,TW-0619,Twitter,Story,2024-04-21,2024-05-18,Completed,167184,117005,11871,27486,5257.0,4968.0,37490,5631,7.1,22.56,1850.2,1283.8,1479,12.46,0.16,11.07,0.69,-30.61,18-24,F,Awareness,1.25
CMP-0620,TW-0620,Twitter,Video,2024-03-26,2024-04-06,Completed,637819,304639,48166,66159,9324.0,9616.0,435145,38148,7.55,13.34,30257.38,25032.47,6847,14.22,0.63,47.44,0.83,-17.27,25-34,F,Traffic,4.42
CMP-0621,IG-0621,Instagram,Video,2024-01-22,2024-02-18,Paused,696703,525187,70709,68441,10537.0,10003.0,226001,46927,10.15,12.77,24170.69,59723.95,6400,9.05,0.34,34.69,2.47,147.09,25-34,F,Conversions,3.78
CMP-0622,FB-0622,Facebook,Carousel,2024-08-06,2024-09-05,Completed,91391,58968,5619,7566,1110.0,773.0,7739,4456,6.15,10.34,30940.33,23996.63,282,5.02,5.51,338.55,0.78,-22.44,18-24,M,Sales,109.72
CMP-0623,TW-0623,Twitter,Video,2024-01-25,2024-03-04,Paused,408598,201896,47348,42098,9054.0,7568.0,252096,31344,11.59,14.37,17001.66,67937.2,1655,3.5,0.36,41.61,4.0,299.59,25-34,M,Engagement,10.27
CMP-0624,FB-0624,Facebook,Carousel,2024-04-14,2024-05-20,Completed,676530,477974,6901,9996,2299.0,585.0,39074,5881,1.02,1.9,41228.4,88795.81,706,10.23,5.97,60.94,2.15,115.38,25-34,F,Awareness,58.4
CMP-0625,IG-0625,Instagram,Image,2024-11-02,2024-11-22,Completed,275726,231877,14786,26170,5829.0,3668.0,12858,12410,5.36,12.94,12631.36,49911.64,1672,11.31,0.85,45.81,3.95,295.14,45+,F,Awareness,7.55
CMP-0626,FB-0626,Facebook,Story,2024-01-06,2024-02-05,Paused,140149,102516,4294,8089,590.0,1491.0,61942,2111,3.06,7.26,42485.89,75730.92,239,5.57,9.89,303.15,1.78,78.25,45+,F,Traffic,177.77
CMP-0627,TW-0627,Twitter,Carousel,2024-03-02,2024-04-01,Completed,216944,189848,14924,24573,1853.0,4897.0,17564,6785,6.88,14.44,37572.72,53443.12,626,4.19,2.52,173.19,1.42,42.24,18-24,M,Awareness,60.02
CMP-0628,TW-0628,Twitter,Video,2024-01-22,2024-02-28,Completed,203148,159323,17951,15696,829.0,1011.0,142537,9431,8.84,8.63,21060.58,105467.47,620,3.45,1.17,103.67,5.01,400.78,18-24,F,Traffic,33.97
CMP-0629,TW-0629,Twitter,Image,2024-11-17,2024-12-04,Completed,465190,191962,25892,57838,9851.0,4976.0,19046,17439,5.57,15.62,5455.78,4504.6,1410,5.45,0.21,11.73,0.83,-17.43,18-24,All,Awareness,3.87
CMP-0630,IG-0630,Instagram,Carousel,2024-02-23,2024-03-13,Active,595045,255398,29493,52020,11517.0,8424.0,14623,19842,4.96,12.09,37167.93,107123.22,376,1.27,1.26,62.46,2.88,188.21,45+,F,Awareness,98.85
CMP-0631,TW-0631,Twitter,Video,2024-11-09,2024-11-30,Completed,672625,422066,74482,78975,12422.0,7709.0,135254,53518,11.07,14.73,43547.97,239326.68,2562,3.44,0.58,64.74,5.5,449.57,25-34,F,Engagement,17.0
CMP-0632,IG-0632,Instagram,Video,2024-07-29,2024-09-06,Completed,426769,197385,32881,37937,4975.0,6880.0,180270,20588,7.7,11.67,21126.51,46246.07,4712,14.33,0.64,49.5,2.19,118.9,45+,M,Awareness,4.48
CMP-0633,FB-0633,Facebook,Video,2024-12-03,2024-12-31,Completed,579835,481970,55715,80072,8918.0,8235.0,248843,37407,9.61,16.77,40758.08,215148.22,4085,7.33,0.73,70.29,5.28,427.87,45+,M,Engagement,9.98
CMP-0634,FB-0634,Facebook,Story,2024-08-09,2024-08-25,Completed,29993,22404,1481,2864,299.0,456.0,14827,707,4.94,12.07,35292.72,52552.58,98,6.62,23.83,1176.7,1.49,48.9,45+,F,Sales,360.13
CMP-0635,FB-0635,Facebook,Story,2024-11-09,2024-12-17,Completed,42016,31011,4012,3794,196.0,675.0,5753,3315,9.55,11.1,40630.27,61556.3,216,5.38,10.13,967.02,1.52,51.5,25-34,M,Traffic,188.1
CMP-0636,TW-0636,Twitter,Carousel,2024-08-16,2024-09-20,Completed,188729,102832,3146,5521,1270.0,355.0,13961,2095,1.67,3.79,7543.48,24603.86,303,9.63,2.4,39.97,3.26,226.16,45+,All,Traffic,24.9
CMP-0637,FB-0637,Facebook,Image,2024-03-16,2024-04-18,Active,147185,123652,8738,14074,2863.0,1882.0,21843,5078,5.94,12.79,25950.01,71016.54,626,7.16,2.97,176.31,2.74,173.67,18-24,F,Conversions,41.45
CMP-0638,IG-0638,Instagram,Image,2024-02-05,2024-02-21,Paused,715277,426882,15872,39488,8221.0,5805.0,103718,8893,2.22,7.48,42719.9,39104.24,1739,10.96,2.69,59.72,0.92,-8.46,45+,M,Conversions,24.57
CMP-0639,FB-0639,Facebook,Carousel,2024-04-08,2024-05-15,Completed,550712,469283,4238,5685,473.0,818.0,61165,2252,0.77,1.27,15519.54,28931.26,633,14.94,3.66,28.18,1.86,86.42,45+,All,Sales,24.52
CMP-0640,FB-0640,Facebook,Image,2024-01-10,2024-02-03,Completed,497957,293798,4550,8837,1673.0,828.0,61950,3762,0.91,2.28,18620.18,41162.58,544,11.96,4.09,37.39,2.21,121.06,35-44,All,Conversions,34.23
CMP-0641,IG-0641,Instagram,Carousel,2024-08-18,2024-08-28,Completed,339090,281695,36628,30735,3779.0,2969.0,17491,17894,10.8,11.05,25949.94,43718.56,699,1.91,0.71,76.53,1.68,68.47,18-24,M,Awareness,37.12
CMP-0642,IG-0642,Instagram,Image,2024-11-16,2024-12-20,Completed,351974,279138,6043,6087,1161.0,437.0,41176,2662,1.72,2.18,42836.94,22241.18,138,2.28,7.09,121.7,0.52,-48.08,25-34,M,Awareness,310.41
CMP-0643,IG-0643,Instagram,Video,2024-04-11,2024-05-17,Completed,200103,126986,17835,32211,7156.0,3569.0,91108,7843,8.91,21.46,12215.14,59742.82,2610,14.63,0.68,61.04,4.89,389.09,25-34,All,Traffic,4.68
CMP-0644,FB-0644,Facebook,Video,2024-04-26,2024-05-11,Completed,626080,343317,32814,61986,5805.0,4968.0,213700,17075,5.24,11.62,40129.75,157214.52,360,1.1,1.22,64.1,3.92,291.77,35-44,M,Conversions,111.47
CMP-0645,IG-0645,Instagram,Image,2024-08-08,2024-08-18,Completed,472593,191872,42812,40671,6817.0,7589.0,31660,31704,9.06,11.65,3431.61,6218.72,4493,10.49,0.08,7.26,1.81,81.22,35-44,F,Engagement,0.76
CMP-0646,IG-0646,Instagram,Story,2024-09-07,2024-10-02,Completed,204528,105138,5034,9939,1311.0,1796.0,66892,4017,2.46,6.38,18444.25,89333.1,716,14.22,3.66,90.18,4.84,384.34,45+,F,Traffic,25.76
CMP-0647,IG-0647,Instagram,Story,2024-03-12,2024-04-06,Completed,667902,317047,31429,48351,10322.0,8938.0,137405,27438,4.71,10.12,1229.33,3517.66,1269,4.04,0.04,1.84,2.86,186.14,35-44,F,Sales,0.97
CMP-0648,FB-0648,Facebook,Carousel,2024-10-08,2024-10-30,Completed,515168,362375,32146,49494,10904.0,5839.0,54892,18538,6.24,12.86,42906.29,172917.52,798,2.48,1.33,83.29,4.03,303.01,35-44,M,Conversions,53.77
CMP-0649,FB-0649,Facebook,Story,2024-06-06,2024-06-21,Completed,330700,245388,17968,18096,1373.0,1540.0,200843,14438,5.43,6.35,16945.76,90696.31,2353,13.1,0.94,51.24,5.35,435.22,18-24,M,Engagement,7.2
CMP-0650,FB-0650,Facebook,Carousel,2024-06-09,2024-07-14,Completed,586955,334786,56517,112308,25872.0,21841.0,71378,38778,9.63,27.26,32010.67,113539.78,7776,13.76,0.57,54.54,3.55,254.69,25-34,F,Conversions,4.12
